name agn_name ra dec lii bii angular_separation error_radius assoc_probability optical_class sed_class redshift photon_flux_limit photon_flux photon_flux_error spectral_index spectral_index_error detection_significance variability_flag curvature_flag note_flag clean_flag type_flag null
"1FGL J1751.5+0937" "4C +09.57" 267.88675 9.65019 34.9194442 17.64513334 0.023 0.042 1.0 BLL LSP 0.322 -999 6.4e-09 6e-10 2.29 0.05 26.5 Y N S Y H -999
"1FGL J2327.7+0943" "PKS 2325+093" 351.88992 9.66931 91.14231028 -47.95772702 0.069 0.081 0.99 FSRQ LSP 1.843 -999 3e-09 4e-10 2.76 0.05 28.8 Y N S Y H -999
"1FGL J0757.2+0956" "PKS 0754+100" 119.27767 9.94303 211.31156108 19.05692824 0.029 0.061 1.0 BLL LSP 0.266 -999 2e-09 3e-10 2.39 0.08 15.6 Y N S Y H -999
"1FGL J0509.2+1015" "PKS 0506+101" 77.36442 10.19572 191.38886686 -17.23652491 0.083 0.135 0.98 FSRQ -999 0.621 -999 2.2e-09 4e-10 2.42 0.11 9.3 N N S Y H -999
"1FGL J1722.5+1012" "CRATES J1722+1013" 260.68575 10.22661 32.21827827 24.30009457 0.038 0.079 0.99 FSRQ LSP 0.732 -999 1.2e-09 3e-10 2.33 0.13 7.9 N N S Y H -999
"1FGL J0946.6+1012" "CRATES J0946+1017" 146.64613 10.28503 224.97611862 43.42208527 0.082 0.183 0.99 FSRQ -999 1.007 -999 9e-10 3e-10 2.5 0.13 7.1 N N S Y H -999
"1FGL J1609.0+1031" "4C +10.45" 242.1925 10.4855 23.02830698 40.78851954 0.073 0.152 0.99 FSRQ LSP 1.226 -999 1.1e-09 3e-10 2.72 0.1 10.9 Y N S Y H -999
"1FGL J1504.4+1029" "PKS 1502+106" 226.10408 10.49422 11.38195405 54.58061049 0.002 0.012 1.0 FSRQ LSP 1.839 -999 6.7e-08 1.6e-09 2.22 0.01 188.7 Y Y S Y H -999
"1FGL J0159.5+1047" "BZB J0159+1047" 29.89292 10.78472 148.74839399 -48.6418845 0.011 0.084 1.0 BLL HSP 0.195 -999 1.6e-09 3e-10 1.97 0.12 9.8 N N S Y H -999
"1FGL J2035.4+1100" "PKS 2032+107" 308.84308 10.93522 55.39819533 -17.23769332 0.07 0.133 0.99 FSRQ LSP 0.601 -999 1.9e-09 4e-10 2.68 0.1 11.7 N N S Y H -999
"1FGL J0448.6+1118" "CRATES J0448+1127" 72.21004 11.46511 187.29016234 -20.73290561 0.162 0.137 0.92 FSRQ -999 1.369 -999 1.8e-09 4e-10 2.51 0.09 10.1 N N MM N H -999
"1FGL J0847.2+1134" "BZB J0847+1133" 131.80388 11.56396 215.45583446 30.88947079 0.021 0.067 1.0 BLL HSP 0.198 -999 7e-10 2e-10 1.4 0.19 9.1 N N S Y H -999
"1FGL J2232.5+1144" "CTA 102" 338.15171 11.7308 77.43789745 -38.58250032 0.022 0.057 1.0 FSRQ LSP 1.037 -999 4.1e-09 4e-10 2.56 0.05 28.8 Y N S Y H -999
"1FGL J1641.0+1143" "CRATES J1640+1144" 250.24537 11.7345 28.79669527 34.22163425 0.011 0.071 1.0 AGN -999 0.078 -999 8e-10 2e-10 2.4 0.17 7.1 N N S Y H -999
"1FGL J1204.4+1139" "BZB J1204+1145" 181.05049 11.76539 264.82834162 71.05430568 0.124 0.133 0.97 BLL HSP 0.296 -999 8e-10 2e-10 2.15 0.17 6.2 N N S Y H -999
"1FGL J1442.8+1158" "1ES 1440+122" 220.70116 12.01122 8.32970834 59.8401359 0.041 0.082 1.0 BLL HSP 0.163 -999 8e-10 2e-10 1.77 0.25 6.8 N N S Y H -999
"1FGL J1230.8+1223" "M 87" 187.70593 12.39112 283.7777367 74.49115139 0.015 0.077 1.0 AGN -999 0.004 -999 1.4e-09 3e-10 2.33 0.12 10.8 N N S Y H -999
"1FGL J0750.6+1235" "PKS 0748+126" 117.71688 12.518 208.16056477 18.76052897 0.086 0.161 0.99 FSRQ LSP 0.889 -999 1.5e-09 3e-10 2.44 0.1 11.3 Y N S Y H -999
"1FGL J1553.4+1255" "PKS 1551+130" 238.38625 12.94769 23.78962068 45.22027426 0.031 0.044 1.0 FSRQ -999 1.308 -999 7e-09 6e-10 2.3 0.04 31.7 Y Y S Y H -999
"1FGL J0840.8+1310" "3C 207" 130.19828 13.20655 212.96796986 30.13859628 0.032 0.137 0.99 AGN -999 0.681 -999 1.1e-09 3e-10 2.44 0.13 8.2 Y N Mm N H -999
"1FGL J0840.8+1310" "CXOMP J084054.3+131456" 130.22625 13.24889 212.93595917 30.18064384 0.074 0.137 0.71 AGN -999 0.31 -999 1.1e-09 3e-10 2.44 0.13 8.2 Y N Mm N H -999
"1FGL J0840.8+1310" "CXOMP J084045.2+131617" 130.18847 13.2715 212.89482498 30.15617461 0.097 0.137 0.58 AGN -999 0.573 -999 1.1e-09 3e-10 2.44 0.13 8.2 Y N Mm N H -999
"1FGL J0114.4+1327" "CRATES J0113+1324" 18.47713 13.41458 131.2927282 -49.09204238 0.13 0.163 0.93 FSRQ -999 0.685 -999 1.1e-09 3e-10 2.67 0.13 8.9 N N MM N H -999
"1FGL J0531.0+1331" "PKS 0528+134" 82.73508 13.53197 191.36767218 -11.01195121 0.019 0.075 1.0 FSRQ LSP 2.07 -999 4e-09 5e-10 2.64 0.06 20.5 Y N S Y H -999
"1FGL J0725.3+1431" "4C +14.23" 111.32004 14.42047 203.64395522 13.90858931 0.107 0.073 0.92 FSRQ -999 1.038 -999 2.7e-09 4e-10 2.39 0.07 17.0 Y N S Y H -999
"1FGL J0008.3+1452" "RX J0008.0+1450" 2.02345 14.83982 107.55625302 -46.73384231 0.072 0.143 0.7 AGN -999 0.045 -999 8e-10 2e-10 2.0 0.21 4.7 N N S N H -999
"1FGL J1107.8+1502" "BZB J1107+1502" 166.95027 15.03626 234.31361073 63.05228156 0.023 0.134 1.0 BLL HSP 0.259 -999 1.1e-09 3e-10 1.95 0.16 6.7 N N S Y H -999
"1FGL J0204.5+1516" "4C +15.05" 31.21004 15.23639 147.93022051 -44.04351569 0.086 0.265 0.97 AGN -999 0.405 -999 7e-10 2e-10 2.47 0.18 4.5 N N S Y H -999
"1FGL J1607.1+1552" "4C +15.54" 241.77679 15.85958 29.3784957 43.40904661 0.019 0.068 1.0 AGN -999 0.496 -999 2.4e-09 4e-10 2.25 0.08 14.7 Y N S Y H -999
"1FGL J2253.9+1608" "3C 454.3" 343.49063 16.14822 86.11107799 -38.18381704 0.004 0.016 1.0 FSRQ LSP 0.859 -999 4.62e-08 1.3e-09 2.47 0.01 154.1 Y Y S Y H -999
"1FGL J0238.6+1637" "PKS 0235+164" 39.66221 16.61647 156.7707247 -39.10947386 0.008 0.017 1.0 BLL LSP 0.94 -999 3.27e-08 1.1e-09 2.14 0.02 98.5 Y Y S Y H -999
"1FGL J0016.6+1706" "CRATES J0015+1700" 3.91662 17.01128 110.79329046 -45.01569987 0.247 0.193 0.0 FSRQ -999 1.716 -999 5e-10 3e-10 2.57 0.2 4.7 N N -999 N A -999
"1FGL J0250.4+1715" "CLASS J0250+1712" 42.65817 17.20247 159.4467467 -37.07825978 0.07 0.096 0.95 FSRQ HSP 1.1 -999 6e-10 3e-10 2.03 0.23 6.7 N N Mm N H -999
"1FGL J2203.5+1726" "PKS 2201+171" 330.86204 17.43008 75.67207691 -29.63416993 0.021 0.062 1.0 FSRQ LSP 1.076 -999 4.3e-09 5e-10 2.39 0.05 26.9 Y N S Y H -999
"1FGL J2152.5+1734" "PKS 2149+17" 328.10342 17.57717 73.63738265 -27.69603117 0.032 0.077 1.0 BLL LSP 0.871 -999 8e-10 3e-10 2.12 0.2 5.5 N N S Y H -999
"1FGL J0738.2+1741" "PKS 0735+17" 114.53079 17.70528 201.84645923 18.07056476 0.032 0.036 1.0 BLL LSP 0.424 -999 4.4e-09 5e-10 2.02 0.06 23.6 N Y S Y H -999
"1FGL J2143.4+1742" "OX 169" 325.89808 17.73019 72.11545355 -26.08439246 0.032 0.056 1.0 FSRQ LSP 0.211 -999 4.9e-09 5e-10 2.69 0.05 31.5 Y N S Y H -999
"1FGL J1719.2+1745" "PKS 1717+177" 259.80437 17.75178 39.52483266 28.09699256 0.005 0.036 1.0 BLL LSP 0.137 -999 4.7e-09 5e-10 2.01 0.06 21.9 Y N S Y H -999
"1FGL J0949.8+1757" "CRATES J0949+1752" 147.41567 17.88039 215.56744912 47.24508766 0.082 0.151 0.98 FSRQ LSP 0.693 < 9e-10 -999.0 2.44 0.2 5.0 N N MM N H -999
"1FGL J0510.0+1800" "PKS 0507+17" 77.50987 18.01155 184.7303451 -12.78966733 0.009 0.116 1.0 FSRQ LSP 0.416 -999 1.3e-09 3e-10 2.39 0.16 5.7 Y N MM N H -999
"1FGL J2219.3+1804" "CGRaBS J2219+1806" 334.80871 18.10989 79.4595135 -31.626398 0.043 0.108 0.99 FSRQ -999 1.071 -999 6e-10 2e-10 2.63 0.18 6.2 N N S Y H -999
"1FGL J1209.7+1806" "CRATES J1209+1810" 182.46567 18.16856 253.85927726 76.88646663 0.071 0.138 0.97 FSRQ -999 0.845 -999 8e-10 2e-10 2.29 0.16 6.7 N N S Y H -999
"1FGL J0109.0+1816" "CRATES J0109+1816" 17.28408 18.26875 128.81716349 -44.40066211 0.023 0.088 1.0 BLL HSP 0.145 -999 9e-10 2e-10 2.0 0.19 6.9 N N S Y H -999
"1FGL J0319.7+1847" "BZB J0319+1845" 49.96583 18.7595 165.10679782 -31.69733714 0.053 0.05 1.0 BLL HSP 0.19 -999 1e-09 3e-10 1.47 0.18 9.8 N N S Y H -999
"1FGL J2120.9+1901" "OX 131" 320.25254 19.02453 69.24005811 -21.24226328 0.024 0.044 1.0 FSRQ LSP 2.18 -999 2.2e-09 4e-10 2.27 0.09 14.7 N N S Y H -999
"1FGL J0714.0+1935" "CLASS J0713+1935" 108.482 19.58344 197.64835229 13.59092487 0.031 0.039 1.0 FSRQ -999 0.534 -999 6.4e-09 5e-10 2.35 0.04 35.2 Y N S Y H -999
"1FGL J1744.2+1934" "1ES 1741+196" 265.99096 19.58583 43.83554119 23.33867562 0.077 0.072 0.99 BLL HSP 0.083 -999 1.1e-09 3e-10 1.8 0.17 7.4 N N S Y H -999
"1FGL J0854.8+2006" "OJ 287" 133.70362 20.1085 206.8121215 35.82086501 0.006 0.055 1.0 BLL LSP 0.306 -999 2.7e-09 4e-10 2.38 0.07 19.0 Y N S Y H -999
"1FGL J1117.1+2013" "CRATES J1117+2014" 169.27608 20.23539 225.58564987 67.37272656 0.025 0.037 1.0 BLL HSP 0.138 -999 2.4e-09 3e-10 1.71 0.09 16.0 N N S Y H -999
"1FGL J0856.6+2103" "OJ 290" 134.2385 21.19544 205.74248148 36.65008953 0.153 0.192 0.96 FSRQ -999 2.098 -999 1e-09 3e-10 2.22 0.19 5.0 N N MM N H -999
"1FGL J1224.7+2121" "4C +21.35" 186.22692 21.37955 255.07344025 81.65979141 0.031 0.078 1.0 FSRQ LSP 0.435 -999 2.4e-09 3e-10 2.55 0.07 20.8 Y N S Y H -999
"1FGL J2339.0+2123" "BZB J2338+2124" 354.73495 21.41147 101.24774963 -38.3884304 0.042 0.055 1.0 BLL HSP 0.291 -999 5e-10 2e-10 1.59 0.33 7.7 N N S Y H -999
"1FGL J1326.6+2213" "B2 1324+22" 201.75358 22.18061 3.38099477 80.52741082 0.104 0.099 0.97 FSRQ LSP 1.4 -999 2.3e-09 3e-10 2.44 0.08 15.6 Y N S Y H -999
"1FGL J1321.1+2214" "CGRaBS J1321+2216" 200.29667 22.27003 358.81861897 81.68130861 0.022 0.214 0.99 FSRQ -999 0.943 -999 1.1e-09 3e-10 2.21 0.15 6.7 Y N S Y H -999
"1FGL J0325.9+2219" "CGRaBS J0325+2224" 51.40337 22.40011 163.66983854 -28.02141532 0.119 0.323 0.98 FSRQ LSP 2.066 -999 1.2e-09 3e-10 2.75 0.13 7.4 Y N S Y H -999
"1FGL J0048.0+2232" "CLASS J0048+2235" 12.01092 22.59006 121.90502432 -40.27492096 0.05 0.089 0.0 FSRQ -999 1.156 -999 1.5e-09 3e-10 2.39 0.09 13.5 Y N -999 N A -999
"1FGL J1501.1+2237" "MS 14588+2249" 225.25792 22.635 31.44563006 60.35002362 0.025 0.04 1.0 BLL HSP 0.235 -999 2.1e-09 3e-10 1.86 0.1 14.9 N N S Y H -999
"1FGL J0112.0+2247" "CGRaBS J0112+2244" 18.02425 22.74411 129.1424936 -39.87838075 0.051 0.052 0.99 BLL ISP 0.265 -999 5.3e-09 5e-10 2.23 0.05 27.6 Y Y S Y H -999
"1FGL J0213.2+2244" "CLASS J0212+2244" 33.22015 22.74784 146.41943433 -36.38175054 0.094 0.09 0.98 BLL HSP 0.459 -999 1.7e-09 3e-10 1.96 0.14 8.7 N Y S Y H -999
"1FGL J0911.0+2247" "CGRaBS J0910+2248" 137.67554 22.80989 205.02955054 40.17831434 0.086 0.077 0.98 FSRQ -999 2.661 -999 2e-09 3e-10 2.21 0.09 11.1 Y N S Y H -999
"1FGL J0909.2+2310" "RX J0909.0+2311" 137.2525 23.18722 204.41017655 39.91523378 0.046 0.089 1.0 BLL ISP 0.223 -999 6e-10 2e-10 1.46 0.23 7.4 N N S Y H -999
"1FGL J0041.9+2318" "PKS 0039+230" 10.51896 23.33367 120.14693792 -39.48744806 0.043 0.201 0.98 FSRQ -999 1.426 -999 8e-10 3e-10 2.52 0.17 5.0 N N S Y H -999
"1FGL J1436.9+2314" "PKS 1434+235" 219.17079 23.35092 29.76612545 65.94799604 0.118 0.129 0.96 FSRQ -999 1.545 -999 5e-10 2e-10 2.17 0.24 4.8 N N S Y H -999
"1FGL J2212.1+2358" "PKS 2209+236" 333.02488 23.92794 82.24411722 -26.08743205 0.042 0.115 1.0 FSRQ LSP 1.125 -999 1e-09 3e-10 2.13 0.19 5.9 N N S Y H -999
"1FGL J0245.4+2413" "B2 0242+23" 41.32025 24.09311 153.75001975 -31.87870855 0.14 0.155 0.95 FSRQ -999 2.243 -999 7e-10 3e-10 2.51 0.14 6.2 N N S Y H -999
"1FGL J1043.1+2404" "B2 1040+24A" 160.78762 24.14317 211.58086075 61.00913328 0.067 0.1 0.99 BLL ISP 0.56 -999 1.5e-09 3e-10 2.02 0.12 9.3 N N S Y H -999
"1FGL J0830.5+2407" "B2 0827+24" 127.71704 24.18328 200.02153297 31.87601485 0.097 0.125 0.98 FSRQ LSP 0.94 -999 1.3e-09 3e-10 2.79 0.09 16.1 Y N S Y H -999
"1FGL J1150.2+2419" "B2 1147+24" 177.58004 24.29831 221.14841728 75.95561247 0.026 0.098 1.0 BLL LSP 0.2 -999 1e-09 3e-10 2.25 0.12 9.5 N N S Y H -999
"1FGL J2217.1+2423" "B2 2214+24B" 334.25346 24.36278 83.52181389 -26.45243411 0.038 0.151 0.99 BLL LSP 0.505 -999 1.4e-09 3e-10 2.63 0.12 9.1 N N S Y H -999
"1FGL J2042.2+2427" "CLASS J2042+2426" 310.52522 24.44788 67.76570681 -10.80491208 0.032 0.095 0.0 BLL HSP 0.103 -999 1e-09 3e-10 1.92 0.18 6.2 N N -999 N A -999
"1FGL J1012.7+2440" "CRATES J1012+2439" 153.17242 24.6565 207.77513953 54.35728788 0.015 0.064 1.0 FSRQ -999 1.805 -999 3.1e-09 4e-10 2.27 0.06 20.7 Y N S Y H -999
"1FGL J1443.8+2457" "PKS 1441+25" 220.98704 25.02903 34.56309836 64.70123354 0.073 0.131 0.98 FSRQ LSP 0.939 -999 6e-10 2e-10 2.17 0.2 4.9 N N S Y H -999
"1FGL J0956.9+2513" "B2 0954+25A" 149.20779 25.25444 205.51131818 50.98155327 0.041 0.155 0.99 FSRQ LSP 0.712 -999 7e-10 2e-10 2.41 0.14 7.3 N N S Y H -999
"1FGL J1230.4+2520" "ON 246" 187.55871 25.30197 232.75420755 84.90647059 0.058 0.133 0.99 BLL ISP 0.135 -999 1.4e-09 3e-10 2.16 0.12 9.2 N N S Y H -999
"1FGL J1417.8+2541" "2E 1415+2557" 214.48601 25.72346 33.69145316 70.60613318 0.044 0.136 0.99 BLL HSP 0.237 -999 8e-10 2e-10 2.12 0.17 6.4 N N S Y H -999
"1FGL J0746.6+2548" "B2 0743+25" 116.60783 25.81725 194.5810721 22.89123647 0.049 0.149 0.98 FSRQ LSP 2.979 -999 7e-10 2e-10 2.74 0.12 10.0 N N S Y H -999
"1FGL J1136.9+2551" "BZB J1136+2550" 174.20879 25.84788 213.09016122 73.27343648 0.028 0.101 1.0 BLL HSP 0.156 -999 5e-10 2e-10 1.53 0.29 5.4 N N S Y H -999
"1FGL J0941.2+2722" "CGRaBS J0941+2728" 145.45046 27.47744 201.09757572 48.13798624 0.168 0.228 0.97 FSRQ -999 1.306 < 9e-10 -999.0 2.48 0.17 5.2 N N S Y H -999
"1FGL J2321.6+2726" "4C +27.50" 350.49942 27.54622 99.69236472 -31.25783213 0.131 0.178 0.96 FSRQ LSP 1.253 -999 7e-10 3e-10 2.54 0.18 5.6 N N S Y H -999
"1FGL J1539.7+2747" "CGRaBS J1539+2744" 234.91308 27.74397 43.87820742 52.8570293 0.061 0.162 1.0 FSRQ -999 2.19 -999 1e-09 2e-10 2.05 0.14 7.1 N N S Y H -999
"1FGL J0912.6+2756" "B2 0909+28" 138.08663 27.92975 198.59385955 41.84708807 0.06 0.153 0.0 AGN -999 0.158 < 8e-10 -999.0 1.33 0.54 4.1 N N -999 N A -999
"1FGL J1221.5+2814" "W Com" 185.38204 28.23292 201.73521549 83.28801858 0.015 0.038 1.0 BLL LSP 0.102 -999 6.9e-09 5e-10 2.06 0.04 34.7 Y N S Y H -999
"1FGL J0924.2+2812" "B2 0920+28" 140.96467 28.25694 198.87949324 44.39847367 0.098 0.139 0.97 FSRQ -999 0.744 -999 1.3e-09 3e-10 2.49 0.12 9.9 Y N S Y H -999
"1FGL J2236.2+2828" "B2 2234+28A" 339.09362 28.48261 90.11701522 -25.64886474 0.037 0.054 1.0 FSRQ LSP 0.795 -999 4.9e-09 5e-10 2.37 0.05 28.0 Y N S Y H -999
"1FGL J1231.6+2850" "B2 1229+29" 187.93158 28.79717 190.80997532 85.3389671 0.045 0.044 0.99 BLL ISP 0.236 -999 3.1e-09 4e-10 1.93 0.07 18.3 Y N S Y H -999
"1FGL J0237.9+2848" "4C +28.07" 39.46838 28.8025 149.46584498 -28.5283046 0.023 0.062 1.0 FSRQ LSP 1.213 -999 3.7e-09 4e-10 2.52 0.05 28.3 Y N S Y H -999
"1FGL J1159.4+2914" "4C +29.45" 179.88262 29.2455 199.41367897 78.37431176 0.026 0.049 1.0 FSRQ LSP 0.729 -999 5.3e-09 5e-10 2.37 0.04 35.7 Y N S Y H -999
"1FGL J0256.9+2920" "FRBA J0256+2924" 44.22623 29.415 153.22129148 -25.97673114 0.066 0.105 0.0 AGN -999 0.19 -999 6e-10 3e-10 1.69 0.3 4.2 N N -999 N A -999
"1FGL J2115.5+2937" "B2 2113+29" 318.87258 29.56067 76.62805714 -13.30972808 0.067 0.12 1.0 FSRQ LSP 1.514 -999 1.9e-09 4e-10 2.46 0.1 9.8 N N S Y H -999
"1FGL J1217.7+3007" "B2 1215+30" 184.467 30.11683 188.87496083 82.05287282 0.018 0.032 1.0 BLL HSP 0.13 -999 6.7e-09 6e-10 1.98 0.05 27.4 Y N S Y H -999
"1FGL J1221.3+3008" "B2 1218+30" 185.34144 30.17699 186.35851605 82.73455469 0.034 0.041 1.0 BLL HSP 0.182 -999 3.3e-09 4e-10 1.7 0.08 18.3 N N S Y H -999
"1FGL J1531.8+3018" "BZU J1532+3016" 233.00929 30.27468 47.78530055 54.82318862 0.059 0.124 0.99 BLL HSP 0.065 -999 5e-10 2e-10 1.78 0.23 4.3 N N S Y H -999
"1FGL J1351.0+3035" "B2 1348+30B" 207.71971 30.58156 51.31266568 76.54630856 0.028 0.113 1.0 FSRQ LSP 0.714 -999 6e-10 2e-10 2.24 0.15 6.2 N N S Y H -999
"1FGL J2157.4+3129" "B2 2155+31" 329.37008 31.45039 84.75008685 -18.23512028 0.048 0.101 1.0 FSRQ LSP 1.486 -999 2.7e-09 4e-10 2.48 0.08 15.7 N N S Y H -999
"1FGL J1522.1+3143" "B2 1520+31" 230.54163 31.73733 50.16392889 57.02266967 0.006 0.026 1.0 FSRQ LSP 1.487 -999 1.59e-08 8e-10 2.42 0.02 85.9 Y Y S Y H -999
"1FGL J1813.4+3141" "B2 1811+31" 273.39671 31.73822 58.66976811 21.36479744 0.056 0.068 1.0 BLL ISP 0.117 -999 2.6e-09 4e-10 2.07 0.09 12.7 N N S Y H -999
"1FGL J2322.0+3208" "B2 2319+31" 350.47896 32.06878 101.68463513 -27.08286854 0.08 0.145 0.98 FSRQ LSP 1.489 -999 1.6e-09 3e-10 2.35 0.14 7.6 N N S Y H -999
"1FGL J0112.9+3207" "4C +31.03" 18.20971 32.13822 128.19041017 -30.51492345 0.028 0.04 1.0 FSRQ LSP 0.603 -999 7.1e-09 6e-10 2.36 0.04 39.0 Y N S Y H -999
"1FGL J0205.3+3217" "B2 0202+31" 31.27054 32.20836 140.57094763 -28.12842507 0.096 0.166 1.0 FSRQ LSP 1.466 -999 1.2e-09 3e-10 2.75 0.13 8.1 N N S Y H -999
"1FGL J0334.2+3233" "NRAO 140" 54.12546 32.30814 158.99965386 -18.76508975 0.534 0.417 0.57 FSRQ LSP 1.263 -999 1e-09 4e-10 2.81 0.14 6.3 N N S N H -999
"1FGL J1848.5+3224" "B2 1846+32A" 282.09208 32.31739 62.04745521 14.70524245 0.092 0.07 0.96 FSRQ LSP 0.798 -999 3.8e-09 5e-10 2.39 0.06 20.7 Y Y S Y H -999
"1FGL J1310.6+3222" "B2 1308+32" 197.61942 32.3455 85.70214579 83.3459389 0.036 0.035 0.99 FSRQ LSP 0.997 -999 6.8e-09 5e-10 2.3 0.04 39.9 Y N S Y H -999
"1FGL J1258.3+3227" "B2 1255+32" 194.48846 32.49148 108.5670711 84.45391277 0.099 0.198 0.98 FSRQ LSP 0.806 < 8e-10 -999.0 2.55 0.22 4.2 N N S Y H -999
"1FGL J0433.5+3230" "CRATES J0433+3237" 68.41954 32.62 167.83594601 -10.26076458 0.106 0.157 0.94 FSRQ -999 2.011 -999 9e-10 4e-10 1.76 0.27 4.7 N N S N H -999
"1FGL J0719.3+3306" "B2 0716+33" 109.83092 33.11936 185.04537848 19.8534038 0.015 0.038 1.0 FSRQ LSP 0.779 -999 6.7e-09 5e-10 2.15 0.04 30.9 Y Y S Y H -999
"1FGL J0730.0+3305" "BZB J0730+3307" 112.60854 33.12297 185.87177 22.04791559 0.084 0.064 0.84 BLL HSP 0.112 -999 7e-10 2e-10 2.09 0.21 5.6 N N S Y H -999
"1FGL J0058.0+3314" "CRATES J0058+3311" 14.63363 33.18811 124.64051341 -29.66009465 0.104 0.11 0.95 BLL -999 1.371 -999 1.7e-09 3e-10 2.33 0.11 10.5 Y N S Y H -999
"1FGL J0910.7+3332" "Ton 1015" 137.65433 33.49011 191.1204842 42.46630116 0.05 0.15 1.0 BLL ISP 0.354 -999 8e-10 3e-10 2.32 0.14 7.8 N N S Y H -999
"1FGL J0325.0+3403" "B2 0321+33B" 51.1715 34.17939 155.72678825 -18.75654894 0.146 0.297 0.96 AGN -999 0.061 -999 1e-09 3e-10 2.7 0.13 6.7 Y N S Y H -999
"1FGL J1613.5+3411" "B2 1611+34" 243.42108 34.21331 55.15109514 46.37872632 0.034 0.137 0.99 FSRQ LSP 1.397 -999 5e-10 2e-10 2.29 0.22 4.6 N N S Y H -999
"1FGL J2311.0+3425" "B2 2308+34" 347.77221 34.41969 100.41572491 -24.02680785 0.006 0.079 1.0 FSRQ LSP 1.817 -999 2.4e-09 4e-10 2.49 0.08 15.8 Y N S Y H -999
"1FGL J1317.8+3425" "B2 1315+34A" 199.40204 34.42108 86.93675101 80.797448 0.047 0.2 0.98 FSRQ LSP 1.05 -999 5e-10 2e-10 2.37 0.19 4.6 N N S Y H -999
"1FGL J2322.6+3435" "CRATES J2322+3436" 350.68338 34.60386 102.91870028 -24.79713871 0.031 0.049 1.0 BLL ISP 0.098 < 8e-10 -999.0 1.82 0.62 4.7 N N S Y H -999
"1FGL J2343.6+3437" "BZB J2343+3439" 355.89083 34.66789 107.42182064 -26.15129488 0.044 0.122 1.0 BLL HSP 0.366 -999 6e-10 2e-10 1.67 0.25 6.7 N N S N H -999
"1FGL J1112.8+3444" "CRATES J1112+3446" 168.16154 34.77753 186.93446408 67.55264553 0.054 0.122 0.99 FSRQ -999 1.949 -999 9e-10 3e-10 2.43 0.13 8.8 N N S Y H -999
"1FGL J0850.2+3457" "RX J0850.6+3455" 132.65083 34.92305 188.46764265 38.57922187 0.079 0.141 0.99 BLL ISP 0.149 -999 4e-10 2e-10 2.03 0.25 4.6 N N S Y H -999
"1FGL J0809.4+3455" "B2 0806+35" 122.41204 34.927 186.47808182 30.34929652 0.048 0.116 0.99 BLL HSP 0.082 -999 7e-10 3e-10 1.77 0.2 4.8 N N S Y H -999
"1FGL J0208.6+3522" "BZB J0208+3523" 32.15913 35.38686 140.21059863 -24.88129385 0.011 0.045 1.0 BLL HSP 0.318 -999 6e-10 3e-10 1.68 0.32 6.3 N N S Y H -999
"1FGL J1016.2+3548" "B2 1015+35B" 154.54579 35.71095 188.4727601 56.42515169 0.405 0.294 0.0 FSRQ LSP 1.226 -999 5e-10 2e-10 2.71 0.15 6.5 N N -999 N A -999
"1FGL J1308.5+3550" "CGRaBS J1308+3546" 197.09879 35.777 101.32075663 80.62849742 0.073 0.107 0.99 FSRQ LSP 1.055 -999 2.2e-09 3e-10 2.3 0.09 14.0 Y N S Y H -999
"1FGL J0221.0+3555" "B2 0218+35" 35.27279 35.93714 142.60168553 -23.48682646 0.007 0.036 1.0 FSRQ LSP 0.944 -999 6.4e-09 5e-10 2.33 0.04 37.0 Y N S Y H -999
"1FGL J1256.9+3650" "RX J1257.3+3647" 194.31907 36.78754 116.00487446 80.2620582 0.077 0.127 0.0 BLL -999 0.531 -999 7e-10 2e-10 2.04 0.21 5.4 N N -999 N A -999
"1FGL J1438.7+3711" "B2 1436+37B" 219.72338 37.1765 63.6211402 65.24879435 0.033 0.109 0.99 FSRQ LSP 2.401 -999 7e-10 2e-10 2.34 0.18 6.5 Y N Mm N H -999
"1FGL J1438.7+3711" "CRATES J1439+3712" 219.83575 37.20078 63.61752378 65.15605297 0.123 0.109 0.8 FSRQ -999 1.021 -999 7e-10 2e-10 2.34 0.18 6.5 Y N Mm N H -999
"1FGL J1438.7+3711" "SDSS J143847.94+371342.7" 219.69977 37.22854 63.75304281 65.25232031 0.045 0.109 0.6 AGN -999 0.272 -999 7e-10 2e-10 2.34 0.18 6.5 Y N Mm N H -999
"1FGL J1505.8+3725" "B2 1504+37" 226.53971 37.51419 61.64829034 59.89645895 0.108 0.201 0.98 FSRQ -999 0.674 -999 7e-10 2e-10 2.59 0.13 8.0 Y N S Y H -999
"1FGL J0419.0+3811" "3C 111" 64.58866 38.02661 161.67552988 -8.81978182 0.214 0.255 0.87 AGN -999 0.049 -999 1.5e-09 5e-10 2.61 0.22 4.3 N N S N L -999
"1FGL J1635.0+3808" "4C +38.41" 248.81454 38.13458 61.08557688 42.33641497 0.036 0.046 0.99 FSRQ LSP 1.814 -999 6.8e-09 5e-10 2.47 0.04 34.0 Y Y S Y H -999
"1FGL J1104.4+3812" "Mkn 421" 166.11379 38.20883 179.83168465 65.03146492 0.009 0.009 1.0 BLL HSP 0.03 -999 2.61e-08 1e-09 1.81 0.02 88.1 Y N S Y H -999
"1FGL J0310.6+3812" "B3 0307+380" 47.70783 38.24828 150.90721306 -16.93643237 0.06 0.125 0.99 FSRQ LSP 0.816 -999 6e-10 3e-10 2.49 0.15 6.0 Y N S Y H -999
